No,X1 transaction date,X2 house age,X3 distance to the nearest MRT station,X4 number of convenience stores,X5 latitude,X6 longitude,Y house price of unit area
352,2012.833,4.0,2180.245,3,24.96324,121.51241,28.6
353,2012.833,18.4,2674.961,3,24.96143,121.50827,25.7
354,2013.5,4.1,2147.376,3,24.96299,121.51284,31.3
355,2013.417,12.2,1360.139,1,24.95204,121.54842,30.1
356,2013.25,3.8,383.8624,5,24.98085,121.54391,60.7
357,2012.833,10.3,211.4473,1,24.97417,121.52999,45.3
358,2013.417,0.0,338.9679,9,24.96853,121.54413,44.9
359,2013.167,1.1,193.5845,6,24.96571,121.54089,45.1
360,2013.5,5.6,2408.993,0,24.95505,121.55964,24.7
361,2012.667,32.9,87.30222,10,24.983,121.54022,47.1
362,2013.083,41.4,281.205,8,24.97345,121.54093,63.3
363,2013.417,17.1,967.4,4,24.98872,121.53408,40.0
364,2013.5,32.3,109.9455,10,24.98182,121.54086,48.0
365,2013.417,35.3,614.1394,7,24.97913,121.53666,33.1
366,2012.917,17.3,2261.432,4,24.96182,121.51222,29.5
367,2012.75,14.2,1801.544,1,24.95153,121.55254,24.8
368,2012.833,15.0,1828.319,2,24.96464,121.51531,20.9
369,2013.417,18.2,350.8515,1,24.97544,121.53119,43.1
370,2012.667,20.2,2185.128,3,24.96322,121.51237,22.8
371,2012.75,15.9,289.3248,5,24.98203,121.54348,42.1
372,2013.5,4.1,312.8963,5,24.95591,121.53956,51.7
373,2013.0,33.9,157.6052,7,24.96628,121.54196,41.5
374,2013.083,0.0,274.0144,1,24.9748,121.53059,52.2
375,2013.25,5.4,390.5684,5,24.97937,121.54245,49.5
376,2013.25,21.7,1157.988,0,24.96165,121.55011,23.8
377,2013.417,14.7,1717.193,2,24.96447,121.51649,30.5
378,2013.333,3.9,49.66105,8,24.95836,121.53756,56.8
379,2013.333,37.3,587.8877,8,24.97077,121.54634,37.4
380,2013.333,0.0,292.9978,6,24.97744,121.54458,69.7
381,2013.333,14.1,289.3248,5,24.98203,121.54348,53.3
382,2013.417,8.0,132.5469,9,24.98298,121.53981,47.3
383,2013.0,16.3,3529.564,0,24.93207,121.51597,29.3
384,2012.667,29.1,506.1144,4,24.97845,121.53889,40.3
385,2012.75,16.1,4066.587,0,24.94297,121.50342,12.9
386,2013.0,18.3,82.88643,10,24.983,121.54026,46.6
387,2012.833,0.0,185.4296,0,24.9711,121.5317,55.3
388,2013.25,16.2,2103.555,3,24.96042,121.51462,25.6
389,2013.5,10.4,2251.938,4,24.95957,121.51353,27.3
390,2013.25,40.9,122.3619,8,24.96756,121.5423,67.7
391,2013.5,32.8,377.8302,9,24.97151,121.5435,38.6
392,2013.583,6.2,1939.749,1,24.95155,121.55387,31.3
393,2013.083,42.7,443.802,6,24.97927,121.53874,35.3
394,2013.0,16.9,967.4,4,24.98872,121.53408,40.3
395,2013.5,32.6,4136.271,1,24.95544,121.4963,24.7
396,2012.917,21.2,512.5487,4,24.974,121.53842,42.5
397,2012.667,37.1,918.6357,1,24.97198,121.55063,31.9
398,2013.417,13.1,1164.838,4,24.99156,121.53406,32.2
399,2013.417,14.7,1717.193,2,24.96447,121.51649,23.0
400,2012.917,12.7,170.1289,1,24.97371,121.52984,37.3
401,2013.25,26.8,482.7581,5,24.97433,121.53863,35.5
402,2013.083,7.6,2175.03,3,24.96305,121.51254,27.7
403,2012.833,12.7,187.4823,1,24.97388,121.52981,28.5
404,2012.667,30.9,161.942,9,24.98353,121.53966,39.7
405,2013.333,16.4,289.3248,5,24.98203,121.54348,41.2
406,2012.667,23.0,130.9945,6,24.95663,121.53765,37.2
407,2013.167,1.9,372.1386,7,24.97293,121.54026,40.5
408,2013.0,5.2,2408.993,0,24.95505,121.55964,22.3
409,2013.417,18.5,2175.744,3,24.9633,121.51243,28.1
410,2013.0,13.7,4082.015,0,24.94155,121.50381,15.4
411,2012.667,5.6,90.45606,9,24.97433,121.5431,50.0
412,2013.25,18.8,390.9696,7,24.97923,121.53986,40.6
413,2013.0,8.1,104.8101,5,24.96674,121.54067,52.5
414,2013.5,6.5,90.45606,9,24.97433,121.5431,63.9
